buildingID,zip,,floorarea.SF,buildingtype.STR
cbe_06,94720,us,311786,office
,,,,
LocalDateTime,EnergyConsumption,,,
1/7/2007 20:30,64.26,,,
1/7/2007 20:45,63.72,,,
1/7/2007 21:00,62.28,,,
1/7/2007 21:15,63.18,,,
1/7/2007 21:30,66.42,,,
1/7/2007 21:45,64.98,,,
1/7/2007 22:00,66.06,,,
1/7/2007 22:15,65.16,,,
1/7/2007 22:30,64.44,,,
1/7/2007 22:45,66.06,,,
1/7/2007 23:00,65.16,,,
1/7/2007 23:15,64.62,,,
1/7/2007 23:30,62.82,,,
1/7/2007 23:45,63.18,,,
1/8/2007 0:00,80.82,,,
1/8/2007 0:15,60.3,,,
1/8/2007 0:30,61.2,,,
1/8/2007 0:45,60.66,,,
1/8/2007 1:00,61.2,,,
1/8/2007 1:15,61.38,,,
1/8/2007 1:30,59.94,,,
1/8/2007 1:45,62.28,,,
1/8/2007 2:00,63.18,,,
1/8/2007 2:15,66.78,,,
1/8/2007 2:30,66.6,,,
1/8/2007 2:45,72.54,,,
1/8/2007 3:00,73.08,,,
1/8/2007 3:15,73.08,,,
1/8/2007 3:30,73.98,,,
1/8/2007 3:45,72,,,
1/8/2007 4:00,72.54,,,
1/8/2007 4:15,72.72,,,
1/8/2007 4:30,74.52,,,
1/8/2007 4:45,75.42,,,
1/8/2007 5:00,73.26,,,
1/8/2007 5:15,74.34,,,
1/8/2007 5:30,75.06,,,
1/8/2007 5:45,78.3,,,
1/8/2007 6:00,94.14,,,
1/8/2007 6:15,114.66,,,
1/8/2007 6:30,120.06,,,
1/8/2007 6:45,123.12,,,
1/8/2007 7:00,128.7,,,
1/8/2007 7:15,132.12,,,
1/8/2007 7:30,136.08,,,
1/8/2007 7:45,142.74,,,
1/8/2007 8:00,151.2,,,
1/8/2007 8:15,155.7,,,
1/8/2007 8:30,160.02,,,
1/8/2007 8:45,167.58,,,
1/8/2007 9:00,171.72,,,
1/8/2007 9:15,172.98,,,
1/8/2007 9:30,175.32,,,
1/8/2007 9:45,176.76,,,
1/8/2007 10:00,176.76,,,
1/8/2007 10:15,180.359975,,,
1/8/2007 10:30,180.9,,,
1/8/2007 10:45,178.02,,,
1/8/2007 11:00,177.84,,,
1/8/2007 11:15,179.640025,,,
1/8/2007 11:30,181.26,,,
1/8/2007 11:45,178.2,,,
1/8/2007 12:00,173.16,,,
1/8/2007 12:15,174.420025,,,
1/8/2007 12:30,173.7,,,
1/8/2007 12:45,173.7,,,
1/8/2007 13:00,172.62,,,
1/8/2007 13:15,173.34,,,
1/8/2007 13:30,172.079975,,,
1/8/2007 13:45,173.7,,,
1/8/2007 14:00,172.98,,,
